0.610612244	1.000000
0.773877551	1.000000
0.929591836	1.000000
1.101995464	5
1.131609977	1.000000
1.205442176	3.000000
1.234285714	1.000000
1.400498866	1.000000
1.549909297	3.000000
1.584807256	1.000000
1.713900226	1.000000
1.876507936	5
1.922902494	2.000000
1.962108843	1.000000
2.037596371	3.000000
2.078208616	1.000000
2.188503401	1.000000
2.352494331	2.000000
2.414897959	1.000000
2.558503401	1.000000
2.695011337	1.000000
2.857505668	1.000000
3.018594104	1.000000
3.146303854	1.000000
3.314603174	1.000000
3.520702947	1.000000
3.623809523	1.000000
3.758707482	2.000000
3.800793650	1.000000
3.938707482	1.000000
4.073696145	1.000000
4.240498866	1.000000
4.403106575	1.000000
4.514807256	1.000000
4.675895691	5
4.728208616	1.000000
4.786394557	3.000000
4.817233560	1.000000
4.936054421	4
4.995918367	1
5.098208616	2.000000
5.143197278	1.000000
5.166394557	1.000000
5.295600907	1.000000
5.446507936	1.000000
5.629410430	1.000000
5.809297052	1.000000
5.937097505	1.000000
6.079297052	1.000000
6.202607709	4.000000
6.410204081	1.000000
6.579591836	6
6.726507936	2.000000
6.768594104	1.000000
6.857097505	3.000000
6.897800453	1.000000
7.034195011	1.000000
7.116893424	1.000000
7.188004535	1.000000
7.333197278	1.000000
7.510204081	5
7.550793650	1.000000
7.609977324	3.000000
7.645351473	1.000000
7.796099773	1.000000
7.948503401	2.000000
8.000702947	1.000000
8.137097505	1.000000
8.250294784	1.000000
8.420090702	1.000000
8.591405895	1.000000
8.698798185	1.000000
8.872902494	1.000000
9.058707482	1.000000
9.167505668	1.000000
9.311201814	2.000000
9.359092970	1.000000
9.475192743	1.000000
9.607301587	1.000000
9.797392290	1.000000
9.957006802	1.000000
10.065895691	1.000000
10.213900226	1.000000
10.354603174	4.000000
10.527301587	1.000000
10.672494331	2.000000
10.717505668	1.000000
10.850997732	1.000000
10.987392290	1.000000
11.157210884	1.000000
11.316802721	2.000000
11.364693877	1.000000
11.463401360	1.000000
11.620090702	1.000000
11.781201814	1.000000
11.903106575	1.000000
12.046802721	1.000000
12.181791383	4.000000
12.371904761	1.000000
12.521405895	2.000000
12.564897959	1.000000
12.686802721	1.000000
12.836303854	1.000000
12.991609977	1.000000
13.133809523	1.000000
13.274603174	1.000000
13.448707482	2.000000
13.513990929	1.000000
13.621405895	1.000000
13.765102040	1.000000
13.923310657	1.000000
14.062607709	2.000000
14.098888888	1.000000
14.225102040	1.000000
14.408004535	1.000000
14.532789115	2.000000
14.574897959	1.000000
14.663401360	1.000000
14.860793650	1.000000
14.984104308	2.000000
15.023310657	1.000000
15.110408163	1.000000
15.297596371	1.000000
15.441292517	1.000000
15.577709750	1.000000
15.738798185	1.000000
15.902789115	1.000000
16.021791383	1.000000
16.162494331	1.000000
16.355600907	1.000000
16.465895691	1.000000
16.626893424	1.000000
16.822902494	1.000000
16.946190476	1.000000
17.110204081	1.000000
17.274195011	1.000000
17.404807256	1.000000
17.526689342	1.000000
17.706689342	4.000000
18.034603174	1.000000
18.165306122	1.000000
18.323401360	1.000000
18.487392290	1.000000
18.641292517	1.000000
18.816893424	1.000000
18.964897959	2
19.014058956	1
19.149206349	1.000000
19.271111111	1.000000
19.440907029	1.000000
19.566439909	2
19.617233560	1.000000
19.726802721	1.000000
19.882108843	1.000000
19.979297052	4.000000
20.172290249	1.000000
20.359501133	1.000000
20.522108843	1.000000
20.638208616	1.000000
20.777505668	1.000000
20.976303854	1.000000
21.106893424	1.000000
21.239002267	1.000000
21.450907029	1.000000
21.564104308	1.000000
21.700498866	1.000000
21.847097505	1
21.905102040	2
21.942902494	1.000000
21.996598639	1.000000
22.143106575	2.000000
22.193900226	1.000000
22.305691609	1.000000
22.423197278	1.000000
22.577097505	1.000000
22.736689342	1.000000
22.870204081	1.000000
