0.000000000	1.000000
0.354285714	1.000000
0.436734693	2
0.511020408	1.000000
0.661768707	1.000000
0.892244897	1.000000
1.302040816	3
1.340997732	1.000000
1.535510204	4.000000
1.739591836	1.000000
1.776326530	1.000000
1.830204081	1
1.892244897	1
1.973696145	1.000000
2.083990929	1.000000
2.179591836	1.000000
2.368979591	1.000000
2.594807256	3.000000
2.671836734	1.000000
3.041632653	1.000000
3.252244897	4.000000
3.453990929	1.000000
3.779002267	1.000000
3.851428571	2
3.888163265	1
3.954285714	1.000000
4.097142857	1.000000
4.330498866	1.000000
4.523265306	1.000000
4.754308390	1.000000
4.848979591	1.000000
4.922448979	1.000000
5.060408163	1.000000
5.178004535	1.000000
5.475918367	1.000000
5.565714285	2
5.626122448	1.000000
5.782040816	1.000000
6.008208616	1.000000
6.239183673	4
6.443492063	2.000000
6.519002267	1.000000
6.716394557	1.000000
6.852244897	1.000000
7.191020408	1.000000
7.343310657	1.000000
7.487346938	1.000000
7.710204081	1.000000
8.120816326	3
8.151836734	1.000000
8.353401360	4.000000
8.553469387	1.000000
8.651428571	1.000000
8.720816326	1.000000
8.915102040	1.000000
9.015102040	1.000000
9.198367346	1.000000
9.403265306	3.000000
9.539591836	1.000000
9.822857142	3
9.856326530	1
10.070204081	4.000000
10.271020408	1.000000
10.600816326	1.000000
10.658775510	1.000000
10.697959183	2
10.744489795	1
10.884897959	1.000000
11.130612244	1.000000
11.342902494	1.000000
11.557709750	1.000000
11.656326530	1
11.746938775	1.000000
11.858775510	1.000000
11.975691609	1.000000
12.306598639	1.000000
12.386122448	2.000000
12.445714285	1.000000
12.590204081	1.000000
12.840589569	1.000000
13.034285714	4
13.223673469	3.000000
13.316598639	1.000000
13.529795918	1.000000
13.567210884	1.000000
13.645714285	1.000000
13.696326530	2
13.746938775	1
13.879705215	1.000000
14.119183673	1.000000
14.547301587	1.000000
14.779501133	1.000000
14.976893424	1.000000
15.069795918	1.000000
15.180000000	1.000000
15.290294784	1.000000
15.389002267	2.000000
15.422040816	1.000000
15.603809523	1.000000
15.841791383	1.000000
16.062403628	1.000000
16.271405895	1.000000
16.475918367	4.000000
16.695102040	1.000000
16.764807256	1.000000
16.863492063	1.000000
16.991201814	1.000000
17.084104308	2.000000
17.165396825	1.000000
17.316303854	1.000000
17.531111111	1.000000
17.751700680	1.000000
17.954807256	1.000000
18.181201814	1.000000
18.363265306	1.000000
18.483106575	1.000000
18.577142857	1.000000
18.690612244	1.000000
18.813990929	1.000000
19.098390022	1.000000
19.189387755	1
19.220408163	2
19.275918367	1.000000
19.426122448	1.000000
19.651428571	1.000000
20.306122448	4.000000
20.511836734	2.000000
20.551836734	1.000000
20.590204081	2
20.664489795	1
20.793492063	1.000000
20.999183673	1.000000
21.228798185	1.000000
21.431995464	1.000000
21.658390022	1.000000
21.848979591	1.000000
21.941224489	1.000000
22.039183673	1.000000
22.142040816	1.000000
22.260408163	2.000000
22.293877551	1.000000
22.494308390	1.000000
22.743900226	1.000000
22.918095238	1.000000
23.098004535	3.000000
23.144489795	1.000000
23.337959183	4.000000
23.547755102	1
23.591496598	1.000000
23.661111111	1.000000
23.753990929	1.000000
23.881700680	1.000000
23.969795918	2
23.997800453	1.000000
24.189410430	1.000000
24.415804988	1.000000
24.653809523	1.000000
24.845396825	1.000000
25.065895691	1.000000
25.269092970	1.000000
25.350408163	1.000000
25.489705215	1.000000
25.594195011	1.000000
25.721904761	1.000000
26.012199546	1.000000
26.101224489	2.000000
26.151836734	1.000000
26.323265306	1.000000
26.543673469	1.000000
